id,location,position,experience,e_none,e_sma,e_smu/smk/stm,e_sp,e_d3,e_d4,e_s1,e_dp,e_gp,e_s2,e_s3,type,gig1,gig2,perks,turn_time,size,industry,salary
13973,Jakarta Raya,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",21,50,Manajemen/Konsulting HR
12830,Jakarta Barat,Manajer/Asisten Manajer,3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",25,50,Retail/Merchandise
25858,Jakarta Pusat,Manajer/Asisten Manajer,5,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",19,50,Manajemen/Konsulting HR
24089,Medan,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",16,500,Perbankan/Pelayanan Keuangan
2140,Jakarta Utara,Manajer/Asisten Manajer,5,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,"Kasual (contoh: Kaos),",17,50,Makanan & Minuman/Katering/Restoran
10256,Malang,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Sekretaris,Sumber Daya Manusia/Personalia,"Tunjangan Pendidikan,Tip,Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",14,200,Konsultasi (Bisnis & Manajemen)
20520,Jakarta Utara,Supervisor/Koordinator,2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Tip,Kasual (contoh: Kaos),",21,200,Manufaktur/Produksi
14557,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),6,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,",",,,Produk Konsumen/Barang konsumen yang bergerak cepat
13354,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),8,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Teknik Sipil/Konstruksi Bangunan,Bangunan/Konstruksi,"Asuransi Gigi,Tip,Asuransi kesehatan,Pinjaman,Olahraga (contoh: pusat kebugaran),Parkir,Penglihatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",28,200,Konstruksi/Bangunan/Teknik
4278,Bandung,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Seni / Desain Kreatif,Seni/Media/Komunikasi,"Asuransi kesehatan,Senin - Sabtu,",1,500,Retail/Merchandise
23671,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",,50,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)"
16008,Surabaya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Seni / Desain Kreatif,Seni/Media/Komunikasi,"Asuransi Gigi,Tip,Asuransi kesehatan,Pinjaman,Kasual (contoh: Kaos),",1,200,Umum & Grosir
22802,Bandung,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Seni / Desain Kreatif,Seni/Media/Komunikasi,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",8,200,Manufaktur/Produksi
12843,Jakarta Raya,Supervisor/Koordinator,3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,",",24,50,Akunting / Audit / Layanan Pajak
1318,Jakarta Raya,Manajer/Asisten Manajer,8,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pembelian/Manajemen Material,Manufaktur,",",28,50,Manajemen/Konsulting HR
5342,Bekasi,Supervisor/Koordinator,1,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Diagnosa/Lainnya,Layanan Kesehatan,",",,,
19589,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),3,1,0,0,0,0,0,0,0,0,0,0,Kontrak,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi Gigi,Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",21,200,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)"
20217,Jakarta Raya,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Farmasi,Layanan Kesehatan,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",28,500,Kesehatan/Medis
26301,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",23,2000,Makanan & Minuman/Katering/Restoran
19678,Jakarta Timur,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,1,1,1,0,Kontrak,Penjualan Ritel,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,",15,2000,Retail/Merchandise
16803,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Pembelian/Manajemen Material,Manufaktur,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",25,500,Hotel/Pariwisata
20376,Jawa Tengah,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Pengacara / Asisten Legal,Pelayanan,"Kasual (contoh: Kaos),",,200,Manufaktur/Produksi
16598,Tangerang,Pegawai (non-manajemen & non-supervisor),2,0,1,1,1,1,1,1,0,0,0,0,Kontrak,Pekerjaan Umum,Lainnya,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,200,Umum & Grosir
19921,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,IT-Admin Jaringan/Sistem/Database,Komputer/Teknologi Informasi,"Tip,Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",20,200,Retail/Merchandise
15871,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,1,1,1,0,Kontrak,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",9,200,Komputer/Teknik Informatika (Perangkat Lunak)
8347,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",9,50,Pemerintahan/Pertahanan
12109,Tangerang,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Pendidikan,Pendidikan/Pelatihan,",",,,Pendidikan
19523,Jakarta Utara,Manajer/Asisten Manajer,5,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Logistik/Rantai Pasokan,Pelayanan,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",24,5000,Retail/Merchandise
29164,Aceh,Pegawai (non-manajemen & non-supervisor),3,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,",",,50,Makanan & Minuman/Katering/Restoran
28996,Tangerang,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Bisnis (contoh: Kemeja),",28,200,Perbankan/Pelayanan Keuangan
11340,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",21,200,Komputer/Teknik Informatika (Perangkat Keras)
6,Balikpapan,Supervisor/Koordinator,,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Manufaktur,Manufaktur,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",18,200,Manufaktur/Produksi
