id,salary
6,6276937
29,4350591
93,7317829
159,3774600
172,5022748
181,5236713
194,6729282
212,4293940
227,5469447
242,7782217
244,4173498
266,10210153
316,5165837
318,6046691
359,4022451
364,10653655
373,5435303
408,6083608
417,6177844
477,13838873
479,6051161
557,10693642
569,7336983
582,11591236
586,5088756
610,4510014
618,4867009
630,7524159
639,5357783
643,4313888
678,5134910
708,11334828
723,4294401
759,6675667
834,4861558
864,13431570
882,3922477
977,7636604
1019,11932220
1020,6773868
1045,4225080
1102,10573679
1111,13208785
1114,14091236
1135,10210153
1142,5201341
1143,4225080
1154,4879545
1225,4278962
1246,16723797
1267,5257136
1270,3096921
1318,13571760
1320,6743044
1332,3076060
1339,4224078
1367,5132340
1416,14469968
1440,8827887
1441,4947240
1447,5693377
1500,5935529
1515,5817750
1609,7938587
1634,4089164
1667,13082581
1685,9415414
1727,12098864
1746,5774639
1760,5738299
1765,4556828
1772,2915200
1787,3076060
1801,5309563
1807,4293940
1856,4557634
1857,12344756
1892,6071930
1902,5550531
1947,11514147
1955,4814834
1957,7313480
1966,6417717
1967,7863147
1989,4909407
2007,4486966
2014,4335797
2015,3267432
2020,4849892
2063,4293940
2064,6946393
2074,5027144
2076,6521561
2077,4293940
2140,9297796
2148,4670187
2186,7580825
2234,5095502
2241,4696545
2288,5065233
2294,3485149
2341,6504427
2342,4510014
2345,10409319
2354,7347651
2394,9482764
2433,5064053
2445,8890493
2516,3886224
2532,4561967
2600,12010244
2607,5786869
2626,8643500
2643,4861558
2644,5234734
2656,13742439
2715,4151641
2764,4225080
2787,4375906
2834,2193683
2862,2669985
2867,4879963
2885,4747089
2896,11248316
2901,2869776
2910,6660069
2936,11303004
2955,6762850
2963,4933996
2977,3776080
2984,7592845
3016,8910145
3045,5386362
3062,5262792
3063,4436006
3095,3881485
3142,5469447
3157,4593026
3224,7634928
3315,2193683
3355,11581420
3358,3169759
3365,4440152
3415,5479901
3446,4893264
3469,4861124
3481,11346216
3493,5246201
3511,6114420
3523,11375749
3529,12764569
3554,4909407
3573,3753386
3581,11386596
3584,4334442
3587,5992859
3598,5118427
3611,3911615
3624,3666720
3658,4334442
3696,2945897
3698,5723199
3714,5989193
3755,6683645
3784,5043719
3809,7640592
3823,3731134
3827,5177504
3833,13260581
3854,8446967
3855,4018860
3871,5092610
3906,11834755
3913,9355708
3921,16693217
3928,9103958
3930,4091603
3951,8651925
3982,5092610
4010,4085200
4011,4810766
4050,4943116
4114,5257912
4118,5282304
4138,3903551
4180,7455326
4216,4436006
4264,9080587
4278,6234314
4279,5901268
4282,5066599
4283,10670587
4290,5713552
4298,5257136
4329,8103813
4345,5217103
4396,5092610
4436,13563463
4442,3444617
4447,13245480
4470,7283644
4524,11834755
4535,14335120
4541,4846200
4547,10314195
4559,4324419
4569,5203497
4582,5322525
4629,11109122
4635,11514147
4701,10761858
4702,6144719
4713,9263261
4724,4060589
4731,5995200
4740,11514147
4748,8666730
4756,5960548
4796,4003613
4799,10761858
4804,7231078
4828,12990561
4842,3798564
4858,13640057
4901,7749926
4909,5132835
4932,10747940
4957,6035449
4963,4066809
4968,9982117
4969,4265935
4970,5257136
5001,10603701
5002,8562487
5011,4545936
5021,5090579
5091,13420873
5111,5854271
5132,11352918
5135,3719517
5152,6268780
5156,5469447
5167,6203913
5178,4278272
5218,6661333
5220,4909407
5284,4254669
5307,4400606
5320,4126111
5338,4153202
5342,7501849
5345,8623604
5391,12727555
5401,4855941
5403,4357483
5421,13820261
5454,5159551
5464,7206247
5465,4846200
5471,4487199
5488,4749385
5494,8561211
5524,5309563
5636,8359288
5654,5621489
5676,4375906
5684,5092610
5725,6159552
5775,6403622
5781,4821169
5793,13446797
5805,10809899
5819,6559848
5851,9936732
5902,4902072
5906,5675972
5924,12021019
5930,4115352
6006,4357483
6007,14120322
6048,3778141
6060,4510014
6064,10180657
6072,3719517
6076,4558232
6084,8100960
6114,6138718
6193,8021353
6205,4510014
6216,4045289
6279,5490846
6336,4191380
6367,5257136
6388,4293940
6474,6805731
6490,8414646
6494,4736928
6514,6427637
6566,4293940
6590,11174865
6592,5976829
6599,3561485
6622,7077864
6687,4556828
6774,12509114
6793,3068087
6843,5469447
6867,4984984
6874,4510014
6881,6970590
6956,3557164
6981,8067275
7048,10243366
7051,12168729
7061,12338087
7100,10655766
7225,6230548
7230,6019042
7297,11581315
7345,8444713
7377,5482838
7416,4293940
7444,7534958
7481,4611942
7487,4371184
7490,3437154
7520,6292933
7539,8078673
7552,5257136
7583,8809256
7603,3799208
7608,4077286
7628,3199647
7649,5257136
7653,7489907
7714,8496468
7760,8517787
7766,5736366
7810,3731134
7816,5706102
8020,4510014
8045,4579534
8136,6896315
8140,5309365
8152,14248441
8171,4134343
8226,4620963
8233,8071753
8243,5231187
8250,5620989
8294,5965833
8297,3689795
8343,4191380
8346,6866330
8347,5550531
8381,8732820
8386,5080808
8448,5501012
8454,14276842
8493,7592829
8523,5257136
8568,3670978
8576,7891812
8624,4484397
8662,4131720
8708,5922353
8720,8671445
8751,4973384
8799,10935353
8805,13205185
8816,5257136
8826,4341861
8845,6515229
8861,5919519
8902,6701801
8938,6234314
8941,7580825
8977,4700541
8981,7160383
8982,4334442
9005,4730637
9019,4293029
9073,6701801
9082,5019828
9122,4692185
9126,12640750
9134,6099150
9152,9415414
9182,9516560
9248,9415414
9256,4375906
9298,4570594
9338,4127983
9370,4248270
9380,10969483
9383,4253788
9385,4293940
9451,6159552
9510,4321187
9538,10609399
9553,8661673
9626,4293940
9630,5962162
9644,7003141
9648,8223170
9758,4828093
9822,12154469
9857,10901937
9859,3017815
9961,9918296
9973,6661333
10013,4272899
10033,5490846
10046,12615285
10114,7911403
10141,8100960
10178,3373621
10256,5601958
10270,4516294
10276,4350591
10282,4764789
10291,9377992
10350,9083895
10361,8100960
10378,7952520
10385,5065233
10388,3737425
10466,4933103
10541,9327966
10570,11277122
10608,8254363
10627,12764569
10645,7646489
10649,4010647
10653,3528524
10674,3596126
10707,8817959
10738,12220768
10751,6255918
10768,6554743
10792,6425238
10813,5224937
10909,7228608
10952,5095502
10991,12619785
11009,5098901
11081,7260060
11168,5043719
11194,5257136
11196,8560244
11237,6031647
11274,5305691
11319,6845313
11340,7626130
11387,15141348
11406,10537332
11408,7347651
11412,8383059
11445,7664445
11466,4556828
11509,10381194
11548,4900974
11579,4558232
11604,18389378
11617,4749385
11641,7143724
11642,4993320
11645,4265935
11661,3076060
11689,5469447
11695,2072137
11726,3939423
11736,5469447
11743,2193683
11864,6146819
11869,4730637
11871,5469447
11919,6292933
11956,5428945
11981,5066599
11989,5984061
12016,6406037
12040,6481970
12093,5930704
12109,5118427
12114,7744464
12129,11334484
12134,6400225
12148,5182866
12163,2669985
12219,13061440
12234,13005109
12251,7495675
12292,5402218
12303,7659968
12321,4174533
12324,4134969
12340,4366291
12380,4867407
12428,4321187
12438,3894807
12445,7557744
12449,4565458
12458,7091477
12472,7272929
12477,4846200
12508,4510014
12510,7938587
12527,5257912
12538,3829395
12574,4670187
12578,8993096
12582,4590034
12589,15111294
12640,10133762
12661,14635943
12671,5762164
12672,7093107
12684,5257136
12701,6132353
12716,10901937
12722,3612878
12802,7988093
12810,5616181
12830,10740037
12843,8671445
12845,6098357
12862,4837290
12877,9206115
12883,8841750
12892,4222709
12909,3640591
12918,6191604
12927,5469447
12956,4362714
12960,5299497
12963,5469447
13120,10614649
13124,4136681
13160,8659521
13208,9284691
13223,6116540
13251,3776080
13264,4545936
13282,5332109
13313,5351737
13327,5469447
13354,7507127
13359,5682507
13370,12071079
13376,4983242
13396,4356912
13414,2688938
13430,3734996
13506,4570594
13507,5149373
13562,4247587
13576,5037696
13577,5822216
13580,3267432
13597,4652139
13601,4373625
13625,8721280
13636,5469447
13641,4293940
13670,7236572
13675,4558232
13685,10573679
13733,6431650
13737,4371184
13742,5257136
13870,10300081
13881,6331024
13913,8886713
13954,7557744
13955,8709581
13973,4841962
14049,5469447
14069,4321187
14070,4556828
14102,9291755
14127,5892954
14132,6822559
14140,4730637
14218,4570689
14228,6927900
14250,5165837
14265,6211922
14271,3076060
14280,5402218
14301,3681021
14309,3778141
14343,3182375
14366,5699362
14428,10000080
14482,4191380
14557,5943047
14592,7298551
14713,14438716
14759,5278909
14762,7231078
14784,5182866
14807,9629803
14820,5093380
14854,6661333
14896,3838403
14902,3561485
14924,14380265
14944,6613244
14978,4670187
15021,7490596
15024,11624887
15045,5224029
15063,7095678
15076,5445342
15116,5022748
15150,4271009
15198,4425841
15267,4556828
15271,3807783
15275,5012978
15361,9562576
15420,6139900
15477,3393983
15481,5058609
15488,4463059
15496,8139127
15516,4556828
15540,8500834
15555,6662729
15567,4293940
15578,7539605
15601,4848024
15639,4022451
15651,4417988
15660,3600519
15684,4307019
15686,5469447
15703,4871634
15758,5738299
15760,6114279
15761,5165837
15822,3076060
15832,11581315
15871,12259573
15876,4293940
15886,12144063
15949,3776080
15962,9354426
15993,5595589
16008,4293940
16010,5043719
16015,6161437
16024,4439679
16030,6365108
16049,8651925
16069,14464202
16071,3369621
16075,8108090
16119,4957602
16128,8721911
16137,4766055
16191,5132835
16207,6069221
16264,5056985
16266,4334442
16354,3734996
16366,4691478
16419,5382634
16431,11241554
16440,4436006
16477,4293940
16478,3778141
16520,9137884
16566,5469447
16592,8434449
16598,4402701
16600,4152594
16613,4189816
16620,8161793
16622,15353099
16650,11092550
16660,11856527
16679,4902072
16725,10210153
16728,9792208
16744,4003613
16803,5469447
16805,3804970
16810,6134307
16811,14721777
16877,5474730
16926,6403622
16939,4236197
16940,5369359
16947,14581329
16956,5317379
16959,3618217
16963,8671445
16979,6186982
17005,4214275
17035,8401969
17045,6711846
17070,8321476
17093,9137884
17107,4293940
17142,14466076
17165,6431650
17170,4240725
17214,3450315
17222,15141348
17253,3476659
17267,9725786
17317,13254901
17345,4786006
17374,4060766
17403,4587098
17433,4426214
17451,5469447
17469,4871634
17476,4140051
17480,3889013
17482,5352719
17526,14396737
17546,5158716
17565,4225807
17573,4045289
17578,6252252
17596,4848024
17603,7665824
17612,4165867
17631,14248441
17663,4689641
17729,4425387
17774,10395753
17777,5907208
17808,4943583
17831,3589695
17860,3843285
17873,5165837
17875,4379126
17933,9792208
17950,8939430
17980,5452097
18002,6625074
18017,5611468
18074,9297427
18075,10913114
18118,6144724
18119,2869776
18139,14248441
18147,5803047
18152,3975741
18158,6234314
18190,4848351
18201,5321433
18243,9911610
18269,6116540
18294,15295308
18321,5271676
18325,5774639
18369,5533644
18385,5470252
18391,5674491
18418,4003613
18449,12868145
18481,3773117
18489,3435164
18493,14718847
18541,9638482
18563,6872120
18572,5800866
18582,6784524
18621,6439484
18630,5257136
18657,8078673
18671,9285975
18708,6827144
18719,8837588
18782,4486966
18795,9849493
18837,7260861
18839,4524537
18893,2869776
18900,4293940
18901,10210153
18902,5668437
18961,4439679
18967,3873258
18970,3810061
19024,4164304
19091,5257136
19099,4556828
19103,8562487
19135,5165837
19138,7712149
19142,4087594
19186,4355385
19274,11548360
19290,4293940
19292,5555704
19303,4375906
19305,4222709
19331,5908973
19340,9736378
19393,9260549
19426,6645680
19459,4417988
19469,4726967
19494,4293940
19501,6773868
19508,5161963
19521,5254164
19523,14780673
19540,4335797
19550,13254901
19589,9702820
19618,7856839
19654,13336608
19657,4953770
19659,9925013
19665,4107067
19678,5762164
19770,3969999
19800,4060589
19821,7938587
