id,salary
13973,5573456
12830,10295695
25858,12608937
24089,4227178
2140,8384023
10256,7520044
20520,6148901
14557,7100011
13354,8592487
4278,6646613
23671,9003775
16008,4849850
22802,4937506
12843,8130618
1318,14874579
5342,11143152
19589,10420675
20217,3598098
26301,5257797
19678,5731029
16803,4853476
20376,4764124
16598,4844644
19921,5588802
15871,10598010
8347,4606502
12109,5021307
19523,14260343
29164,8169447
28996,6196377
11340,8083954
6,5257215
10649,4664472
14762,7540380
21406,3524773
17631,14092905
12040,6097868
25922,6966047
14127,5141111
2007,4542570
5793,14290032
23418,5171736
7230,4968221
2532,4554318
29158,9267161
10608,7597015
6007,12688926
20533,5675296
3529,11691555
25324,5946216
21021,4216908
10909,6935570
19501,7406176
1111,14789343
25046,8080283
12445,8466131
19024,4508386
19426,7476784
7225,6349013
18541,9856052
27684,5987126
26213,8649093
29519,6933374
16622,14537006
27136,9472051
25426,5210300
1114,11006244
5684,4284386
27622,12643290
20355,8074284
6060,4234684
11869,6835988
24113,11577927
4796,4385574
26253,13220801
27828,4483474
4901,6368798
30678,4611582
4756,6312057
19290,4579952
6956,2932301
3045,5461380
31105,11887318
29897,6460493
5464,7414561
26464,4639467
6084,9267161
9383,3886792
22960,4134934
17107,5590852
23969,9450858
5805,11334390
18893,3304936
26066,4585383
12909,3830593
13636,5555830
5338,3864943
27932,8138088
9961,9871622
8233,10433545
8297,4586469
5851,9683501
13685,10207029
29844,6402010
15021,8669523
30074,5852621
11661,3280018
16015,6699000
17777,5152546
10046,11498089
20444,4384532
21617,4550229
17603,7597107
15477,4312168
26192,8145692
12163,2848174
6874,4913812
26874,13570159
30436,7334249
2910,7112382
9370,3362440
4282,4999447
19665,3883579
18152,4190027
19994,3536716
27871,6452866
8346,6429662
16811,13250947
3415,5576547
14944,6002526
22610,4824450
22191,9805147
21040,8269081
244,3194660
23743,4822079
1332,3280018
16024,4937506
31671,15687409
5178,5274267
11695,2332044
31375,3880699
29,4200882
7416,4754937
27331,5229717
14271,3280018
13359,4646102
28918,7627167
29510,10740209
6774,12936721
28684,3265267
11617,4822079
17875,4953738
30277,5473767
13913,8180005
28102,5239242
22615,5034602
24816,7625106
26942,5257797
417,6492543
4345,4578225
1019,11708815
11509,11591503
12458,7075178
23475,16113633
2834,2769058
25327,5724975
5924,13304051
11919,5785933
3587,5328874
6072,4853435
7816,5084875
27266,10824217
30794,5476403
19303,4572075
22074,6475232
17451,6409558
4731,6603604
20778,3671068
19292,5791019
30360,5925527
4842,3328285
28392,4272017
7653,8518946
30986,6671504
28822,4099947
9644,7203223
4547,10017265
5902,4946083
20663,5565555
1667,11342120
21903,5661868
1727,13261332
12234,14708095
10991,14378925
29472,3662944
9126,12922895
28256,20051426
21337,5218236
18139,14092905
5021,4905050
1020,7406176
9082,5554850
30123,3758684
17005,4726195
18075,10684061
12640,10062219
20784,10632690
30534,7771287
3584,4384532
15275,4231481
4396,4737945
8816,5300381
9005,4741617
25835,3297487
24179,8053513
26046,4235423
29245,3574846
11408,7277533
28609,3264165
16264,3791754
22949,4405390
8294,5309202
8805,20326356
28981,6909371
25111,7696297
27300,6813849
708,11637569
15876,4253746
30524,6980660
9510,3930351
3611,4566059
22315,3994792
16128,9324076
15024,10807979
11387,14709065
4011,4253235
1367,5479091
12114,6757545
7481,5231670
9019,4195680
8020,4739354
2241,7177824
13370,9893379
12845,5232374
27066,4328883
19918,6468794
18481,3456885
26080,5100780
1807,4227178
12810,5965385
18900,4007113
25892,6863945
21787,13082307
8861,6749649
4470,7120406
14140,7608342
16520,8330538
3784,4737958
24522,4126947
31155,7597107
21393,3880714
30817,4984313
24553,3790001
13737,4684854
4629,11025531
29260,7597107
19821,7771287
373,5197713
2787,4572075
318,6702714
2077,4754937
6336,4750904
12380,5118283
31355,4582275
6843,5895470
12578,9390034
2341,7189175
15567,4720003
28523,4544888
31597,6980660
27130,4727124
27970,8193679
12321,3755569
1515,5359729
6881,7833559
2955,8017651
18321,5440032
11989,5255373
22017,4777744
31109,4963580
14069,4181320
15555,6779624
582,11000011
4799,8641469
29240,4200882
29212,5756086
24596,13831581
4535,13687019
18294,18278256
